test_name	path	status	failure_kind	message	category	subcategory	features	includes	native_harness	elapsed_us	rss_delta_kb
built_ins_RegExp_named_groups_groups_object_subclass_sans_js	ref/test262/test/built-ins/RegExp/named-groups/groups-object-subclass-sans.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??false??, ??true??) to be true	built_ins	RegExp	regexp-named-groups		0	28642	1488
built_ins_RegExp_named_groups_lookbehind_js	ref/test262/test/built-ins/RegExp/named-groups/lookbehind.js	FAIL	assert	exit code 1: Uncaught Test262Error: Actual [f, c] and expected [f] should have the same contents. 	built_ins	RegExp	regexp-named-groups;regexp-lookbehind	compareArray.js	0	53097	7184
built_ins_RegExp_named_groups_non_unicode_property_names_invalid_js	ref/test262/test/built-ins/RegExp/named-groups/non-unicode-property-names-invalid.js	FAIL	parse	exit code 1: Uncaught Test262Error: Expected a SyntaxError to be thrown but no exception was thrown at all	built_ins	RegExp	regexp-named-groups		0	83404	592
built_ins_RegExp_named_groups_non_unicode_property_names_js	ref/test262/test/built-ins/RegExp/named-groups/non-unicode-property-names.js	FAIL	parse	exit code 1: Uncaught SyntaxError: Invalid regular expression: /(?<_\u200C>a)/: invalid named capture	built_ins	RegExp	regexp-named-groups		0	54328	8256
built_ins_RegExp_named_groups_non_unicode_property_names_valid_js	ref/test262/test/built-ins/RegExp/named-groups/non-unicode-property-names-valid.js	FAIL	parse	exit code 1: Uncaught SyntaxError: Invalid regular expression: /(?<\u{1d4d1}\u{1d4fb}\u{1d4f8}\u{1d500}\u{1d4f7}>brown)/: invalid named capture	built_ins	RegExp	regexp-named-groups		0	91621	4352
built_ins_RegExp_named_groups_non_unicode_references_js	ref/test262/test/built-ins/RegExp/named-groups/non-unicode-references.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected argument shouldn't be nullish. 	built_ins	RegExp	regexp-named-groups	compareArray.js	0	20047	7536
built_ins_RegExp_named_groups_unicode_match_js	ref/test262/test/built-ins/RegExp/named-groups/unicode-match.js	FAIL	assert	exit code 1: Uncaught Test262Error: Actual (not an array) and expected (not an array) should have the same contents. 	built_ins	RegExp	regexp-named-groups	compareArray.js	0	31404	2608
built_ins_RegExp_named_groups_unicode_property_names_invalid_js	ref/test262/test/built-ins/RegExp/named-groups/unicode-property-names-invalid.js	FAIL	parse	exit code 1: Uncaught Test262Error: Expected a SyntaxError to be thrown but no exception was thrown at all	built_ins	RegExp	regexp-named-groups		0	40019	992
built_ins_RegExp_named_groups_unicode_property_names_js	ref/test262/test/built-ins/RegExp/named-groups/unicode-property-names.js	FAIL	parse	exit code 1: Uncaught SyntaxError: Invalid regular expression: /(?<\u{03C0}>a)/u: invalid named capture	built_ins	RegExp	regexp-named-groups		0	24105	1680
built_ins_RegExp_named_groups_unicode_property_names_valid_js	ref/test262/test/built-ins/RegExp/named-groups/unicode-property-names-valid.js	FAIL	parse	exit code 1: Uncaught SyntaxError: Invalid regular expression: /(?<\u{1d4d1}\u{1d4fb}\u{1d4f8}\u{1d500}\u{1d4f7}>brown)/u: invalid named capture	built_ins	RegExp	regexp-named-groups		0	35086	11296
built_ins_RegExp_named_groups_unicode_references_js	ref/test262/test/built-ins/RegExp/named-groups/unicode-references.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected argument shouldn't be nullish. 	built_ins	RegExp	regexp-named-groups	compareArray.js	0	23854	1056
built_ins_RegExp_nullable_quantifier_js	ref/test262/test/built-ins/RegExp/nullable-quantifier.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??a??, ??ab??) to be true	built_ins	RegExp			0	17688	528
built_ins_RegExp_unicode_full_case_folding_js	ref/test262/test/built-ins/RegExp/unicode_full_case_folding.js	FAIL	assert	exit code 1: Uncaught Test262Error: \u0390 does not match \u1fd3	built_ins	RegExp			0	33645	816
language_expressions_arrow_function_arrow_capturing_closure_variables_2_js	ref/test262/test/language/expressions/arrow-function/arrow/capturing-closure-variables-2.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??[object Object]??, ??10??) to be true	language	expressions			0	12330	720
language_expressions_arrow_function_lexical_new_target_closure_returned_js	ref/test262/test/language/expressions/arrow-function/lexical-new.target-closure-returned.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??2??, ??1??) to be true	language	expressions	arrow-function;new.target		0	19542	6640
language_expressions_arrow_function_lexical_new_target_js	ref/test262/test/language/expressions/arrow-function/lexical-new.target.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??0??, ??1??) to be true	language	expressions	arrow-function;new.target		0	24705	736
language_expressions_arrow_function_lexical_super_call_from_within_constructor_js	ref/test262/test/language/expressions/arrow-function/lexical-super-call-from-within-constructor.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a ReferenceError to be thrown but no exception was thrown at all	language	expressions			0	22823	928
language_expressions_call_11_2_3_3_3_js	ref/test262/test/language/expressions/call/11.2.3-3_3.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??true??, ??false??) to be true	language	expressions			0	15153	496
language_expressions_call_S11_2_4_A1_4_T2_js	ref/test262/test/language/expressions/call/S11.2.4_A1.4_T2.js	FAIL	assert	exit code 1: Uncaught Error: #1.2: function f_arg() {} f_arg(x,x=1) throw ReferenceError. Actual: Test262Error: #1.1: function f_arg() {} f_arg(x,x=1) throw ReferenceError. Actual: undefined	language	expressions			0	14141	800
language_expressions_call_S11_2_4_A1_4_T4_js	ref/test262/test/language/expressions/call/S11.2.4_A1.4_T4.js	FAIL	assert	exit code 1: Uncaught Error: #1.3: var x = { valueOf: function () { throw "x"; } }; var y = { valueOf: function () { throw "y"; } }; function f_arg() {} f_arg(x(),y()) throw "x". Actual: Test262Error: #1.1: var x 	language	expressions			0	16404	736
language_expressions_call_with_base_obj_js	ref/test262/test/language/expressions/call/with-base-obj.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??[object Object]??, ??[object Object]??) to be true	language	expressions			0	15026	592
language_expressions_class_cpn_class_expr_fields_computed_property_name_from_yield_expression_js	ref/test262/test/language/expressions/class/cpn-class-expr-fields-computed-property-name-from-yield-expression.js	FAIL	runtime	exit code 1: Uncaught TypeError: Object.defineProperty called on non-object	language	expressions	computed-property-names;class-fields-public;class-static-fields-public		0	12653	1280
language_expressions_class_cpn_class_expr_fields_methods_computed_property_name_from_yield_expression_js	ref/test262/test/language/expressions/class/cpn-class-expr-fields-methods-computed-property-name-from-yield-expression.js	FAIL	runtime	exit code 1: Uncaught TypeError: Object.defineProperty called on non-object	language	expressions	computed-property-names;class-fields-public;class-static-fields-public		0	13907	1456
language_expressions_class_elements_prod_private_setter_before_super_return_in_field_initializer_js	ref/test262/test/language/expressions/class/elements/prod-private-setter-before-super-return-in-field-initializer.js	FAIL	assert	exit code 1: Uncaught Test262Error: private setters are not installed before super returns Expected a TypeError to be thrown but no exception was thrown at all	language	expressions	class-methods-private;class-fields-public;class		0	18694	1120
language_expressions_generators_scope_name_var_open_non_strict_js	ref/test262/test/language/expressions/generators/scope-name-var-open-non-strict.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??outside??, ??function* g(	language	expressions	generators		0	14202	1760
language_expressions_generators_scope_name_var_open_strict_js	ref/test262/test/language/expressions/generators/scope-name-var-open-strict.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??outside??, ??function* g(	language	expressions	generators		0	14378	1088
language_expressions_generators_unscopables_with_js	ref/test262/test/language/expressions/generators/unscopables-with.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??null??, ??undefined??) to be true	language	expressions	globalThis;Symbol.unscopables;generators		0	13675	928
language_expressions_object_method_definition_name_param_id_yield_js	ref/test262/test/language/expressions/object/method-definition/name-param-id-yield.js	FAIL	runtime	exit code 1: 	language	expressions			0	214	32
language_expressions_tagged_template_cache_eval_inner_function_js	ref/test262/test/language/expressions/tagged-template/cache-eval-inner-function.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: a is not defined	language	expressions			0	19929	1328
language_global_code_decl_lex_restricted_global_js	ref/test262/test/language/global-code/decl-lex-restricted-global.js	FAIL	parse	negative test did not throw (expected SyntaxError)	language	global_code			0	14915	672
language_global_code_script_decl_func_js	ref/test262/test/language/global-code/script-decl-func.js	FAIL	assert	exit code 1: Uncaught Test262Error: descriptor should not be configurable	language	global_code		propertyHelper.js	0	38571	10208
language_global_code_script_decl_lex_deletion_js	ref/test262/test/language/global-code/script-decl-lex-deletion.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: test262let is not defined	language	global_code			0	14649	928
language_global_code_script_decl_lex_js	ref/test262/test/language/global-code/script-decl-lex.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: test262let is not defined	language	global_code			0	20695	1504
language_global_code_script_decl_lex_lex_js	ref/test262/test/language/global-code/script-decl-lex-lex.js	FAIL	parse	exit code 1: Uncaught Test262Error: `let` binding Expected a SyntaxError to be thrown but no exception was thrown at all	language	global_code			0	20565	13072
language_global_code_script_decl_lex_var_declared_via_eval_js	ref/test262/test/language/global-code/script-decl-lex-var-declared-via-eval.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??function test262Fn() {}??, ??2??) to be true	language	global_code			0	20401	13872
language_global_code_script_decl_var_collision_js	ref/test262/test/language/global-code/script-decl-var-collision.js	FAIL	parse	exit code 1: Uncaught Test262Error: `var` on `let` binding Expected a SyntaxError to be thrown but no exception was thrown at all	language	global_code			0	24639	8144
language_global_code_script_decl_var_js	ref/test262/test/language/global-code/script-decl-var.js	FAIL	assert	exit code 1: Uncaught Test262Error: descriptor should not be configurable	language	global_code		propertyHelper.js	0	50926	4848
language_literals_regexp_u_case_mapping_js	ref/test262/test/language/literals/regexp/u-case-mapping.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??true??, ??false??) to be true	language	literals			0	12201	1024
language_statements_break_S12_8_A7_js	ref/test262/test/language/statements/break/S12.8_A7.js	FAIL	parse	exit code 1: Uncaught Error: 1.1: Appearing of break within eval statement inside of IterationStatement yields SyntaxError	language	statements			0	10296	7168
language_statements_class_cpn_class_decl_fields_computed_property_name_from_yield_expression_js	ref/test262/test/language/statements/class/cpn-class-decl-fields-computed-property-name-from-yield-expression.js	FAIL	runtime	exit code 1: Uncaught TypeError: Object.defineProperty called on non-object	language	statements	computed-property-names;class-fields-public;class-static-fields-public		0	12092	1424
language_statements_class_cpn_class_decl_fields_methods_computed_property_name_from_yield_expression_js	ref/test262/test/language/statements/class/cpn-class-decl-fields-methods-computed-property-name-from-yield-expression.js	FAIL	runtime	exit code 1: Uncaught TypeError: Object.defineProperty called on non-object	language	statements	computed-property-names;class-fields-public;class-static-fields-public		0	13748	1232
language_statements_class_elements_privatefieldset_typeerror_1_js	ref/test262/test/language/statements/class/elements/privatefieldset-typeerror-1.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements	class;class-fields-private;class-fields-public		0	11604	688
language_statements_class_elements_prod_private_setter_before_super_return_in_field_initializer_js	ref/test262/test/language/statements/class/elements/prod-private-setter-before-super-return-in-field-initializer.js	FAIL	assert	exit code 1: Uncaught Test262Error: private setters are not installed before super returns Expected a TypeError to be thrown but no exception was thrown at all	language	statements	class-methods-private;class-fields-public;class		0	15852	928
language_statements_class_elements_syntax_valid_grammar_field_named_get_followed_by_generator_asi_js	ref/test262/test/language/statements/class/elements/syntax/valid/grammar-field-named-get-followed-by-generator-asi.js	FAIL	runtime	exit code 1: 	language	statements	class-fields-public;class-static-fields-public;class;generators		0	311	16
language_statements_class_elements_syntax_valid_grammar_field_named_set_followed_by_generator_asi_js	ref/test262/test/language/statements/class/elements/syntax/valid/grammar-field-named-set-followed-by-generator-asi.js	FAIL	runtime	exit code 1: 	language	statements	class-fields-public;class		0	268	16
language_statements_class_subclass_binding_js	ref/test262/test/language/statements/class/subclass/binding.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements			0	18714	1488
language_statements_class_subclass_builtin_objects_ArrayBuffer_regular_subclassing_js	ref/test262/test/language/statements/class/subclass/builtin-objects/ArrayBuffer/regular-subclassing.js	FAIL	runtime	exit code 1: Uncaught TypeError: ArrayBuffer species is not a constructor	language	statements			0	19053	768
language_statements_class_subclass_builtin_objects_Array_contructor_calls_super_multiple_arguments_js	ref/test262/test/language/statements/class/subclass/builtin-objects/Array/contructor-calls-super-multiple-arguments.js	FAIL	assert	exit code 1: Uncaught Test262Error: Actual [undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, unde	language	statements		compareArray.js	0	16118	6528
language_statements_class_subclass_builtin_objects_Boolean_regular_subclassing_js	ref/test262/test/language/statements/class/subclass/builtin-objects/Boolean/regular-subclassing.js	FAIL	runtime	exit code 1: Uncaught TypeError: Boolean.prototype.valueOf requires that 'this' be a Boolean	language	statements			0	21235	848
language_statements_class_subclass_builtin_objects_Symbol_new_symbol_with_super_throws_js	ref/test262/test/language/statements/class/subclass/builtin-objects/Symbol/new-symbol-with-super-throws.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements	Symbol		0	23977	992
language_statements_class_subclass_builtin_objects_TypedArray_super_must_be_called_js	ref/test262/test/language/statements/class/subclass/builtin-objects/TypedArray/super-must-be-called.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: Constructor is not defined (Testing with Float64Array and makePassthrough.)	language	statements	TypedArray	testTypedArray.js	0	68488	4192
language_statements_class_subclass_builtins_js	ref/test262/test/language/statements/class/subclass/builtins.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(????, ????) to be true	language	statements			0	15398	784
language_statements_class_subclass_class_definition_null_proto_super_js	ref/test262/test/language/statements/class/subclass/class-definition-null-proto-super.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements			0	12955	864
language_statements_class_subclass_superclass_arrow_function_js	ref/test262/test/language/statements/class/subclass/superclass-arrow-function.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError but got a Test262Error	language	statements	arrow-function;class;Proxy		0	15885	1328
language_statements_class_subclass_superclass_async_function_js	ref/test262/test/language/statements/class/subclass/superclass-async-function.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError but got a Test262Error	language	statements	async-functions;class;Proxy		0	17169	1232
language_statements_class_subclass_superclass_async_generator_function_js	ref/test262/test/language/statements/class/subclass/superclass-async-generator-function.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements	async-iteration;class;Proxy		0	19670	992
language_statements_class_subclass_superclass_generator_function_js	ref/test262/test/language/statements/class/subclass/superclass-generator-function.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements	generators;class;Proxy		0	17603	960
language_statements_class_syntax_class_expression_binding_identifier_opt_class_element_list_js	ref/test262/test/language/statements/class/syntax/class-expression-binding-identifier-opt-class-element-list.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??object??, ??undefined??) to be true	language	statements			0	18631	784
language_statements_const_syntax_const_invalid_assignment_statement_body_for_in_js	ref/test262/test/language/statements/const/syntax/const-invalid-assignment-statement-body-for-in.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements			0	9796	640
language_statements_const_syntax_const_invalid_assignment_statement_body_for_of_js	ref/test262/test/language/statements/const/syntax/const-invalid-assignment-statement-body-for-of.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	language	statements			0	9532	704
language_statements_for_head_init_async_of_js	ref/test262/test/language/statements/for/head-init-async-of.js	FAIL	runtime	exit code 1: 	language	statements			0	302	32
language_statements_generators_unscopables_with_js	ref/test262/test/language/statements/generators/unscopables-with.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??null??, ??undefined??) to be true	language	statements	globalThis;Symbol.unscopables;generators		0	12241	1008
language_statements_generators_yield_as_generator_declaration_binding_identifier_js	ref/test262/test/language/statements/generators/yield-as-generator-declaration-binding-identifier.js	FAIL	runtime	exit code 1: 	language	statements	generators		0	235	16
language_statements_labeled_value_await_non_module_js	ref/test262/test/language/statements/labeled/value-await-non-module.js	FAIL	runtime	exit code 1: 	language	statements			0	309	16
language_statements_labeled_value_yield_non_strict_js	ref/test262/test/language/statements/labeled/value-yield-non-strict.js	FAIL	runtime	exit code 1: 	language	statements			0	123	16
language_statements_let_syntax_let_closure_inside_next_expression_js	ref/test262/test/language/statements/let/syntax/let-closure-inside-next-expression.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??1??, ??0??) to be true	language	statements			0	16498	544
language_statements_switch_scope_lex_async_function_js	ref/test262/test/language/statements/switch/scope-lex-async-function.js	FAIL	assert	negative test did not throw (expected ReferenceError)	language	statements			0	13992	832
language_statements_switch_scope_lex_async_generator_js	ref/test262/test/language/statements/switch/scope-lex-async-generator.js	FAIL	assert	negative test did not throw (expected ReferenceError)	language	statements			0	13087	688
language_statements_switch_scope_lex_generator_js	ref/test262/test/language/statements/switch/scope-lex-generator.js	FAIL	assert	negative test did not throw (expected ReferenceError)	language	statements			0	13446	688
language_statements_try_completion_values_js	ref/test262/test/language/statements/try/completion-values.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??39??, ??undefined??) to be true	language	statements			0	16945	7968
language_statements_try_scope_catch_block_lex_open_js	ref/test262/test/language/statements/try/scope-catch-block-lex-open.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: Cannot access 'x' before initialization	language	statements	let		0	11911	6656
language_statements_try_scope_catch_param_lex_open_js	ref/test262/test/language/statements/try/scope-catch-param-lex-open.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??outside??, ??inside??) to be true	language	statements			0	12127	6864
language_statements_variable_S12_2_A11_js	ref/test262/test/language/statements/variable/S12.2_A11.js	FAIL	runtime	exit code 1: Uncaught Error: #2: __declared__var === "baloon". Actual:  __declared__var ===undefined	language	statements			0	9503	768
language_statements_variable_S12_2_A9_js	ref/test262/test/language/statements/variable/S12.2_A9.js	FAIL	runtime	exit code 1: Uncaught Error: #1: When using property attributes, {DontEnum} not used	language	statements			0	10793	672
language_statements_variable_binding_resolution_js	ref/test262/test/language/statements/variable/binding-resolution.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??undefined??, ??true??) to be true	language	statements			0	10251	624
